id_registro,variable,valor
10077,departamento,PETEN
10078,departamento,PETEN
10079,departamento,PETEN
10080,departamento,PETEN
10081,departamento,PETEN
10082,departamento,PETEN
10083,departamento,PETEN
10084,departamento,PETEN
10085,departamento,PETEN
10086,departamento,PETEN
10087,departamento,PETEN
10088,departamento,PETEN
10089,departamento,PETEN
10090,departamento,PETEN
10091,departamento,PETEN
10092,departamento,PETEN
10093,departamento,PETEN
10094,departamento,PETEN
10095,departamento,PETEN
10096,departamento,PETEN
10097,departamento,PETEN
10098,departamento,PETEN
10099,departamento,PETEN
10100,departamento,PETEN
10101,departamento,PETEN
10102,departamento,PETEN
10103,departamento,PETEN
10104,departamento,PETEN
10105,departamento,PETEN
10106,departamento,PETEN
10107,departamento,PETEN
10108,departamento,PETEN
10109,departamento,PETEN
10110,departamento,PETEN
10111,departamento,PETEN
10112,departamento,PETEN
10113,departamento,PETEN
10114,departamento,PETEN
10115,departamento,PETEN
10116,departamento,PETEN
10117,departamento,PETEN
10118,departamento,PETEN
10119,departamento,PETEN
10120,departamento,PETEN
10121,departamento,PETEN
10122,departamento,PETEN
10123,departamento,PETEN
10124,departamento,PETEN
10125,departamento,PETEN
10126,departamento,PETEN
10127,departamento,PETEN
10128,departamento,PETEN
10129,departamento,PETEN
10130,departamento,PETEN
10131,departamento,PETEN
10132,departamento,PETEN
10133,departamento,PETEN
10134,departamento,PETEN
10135,departamento,PETEN
10136,departamento,PETEN
10137,departamento,PETEN
10138,departamento,PETEN
10139,departamento,PETEN
10140,departamento,PETEN
10141,departamento,PETEN
10142,departamento,PETEN
10143,departamento,PETEN
10144,departamento,PETEN
10145,departamento,PETEN
10146,departamento,PETEN
10147,departamento,PETEN
10148,departamento,PETEN
10149,departamento,PETEN
10150,departamento,PETEN
10151,departamento,PETEN
10152,departamento,PETEN
10153,departamento,PETEN
10154,departamento,PETEN
10155,departamento,PETEN
10156,departamento,PETEN
10157,departamento,PETEN
10158,departamento,PETEN
10159,departamento,PETEN
10160,departamento,PETEN
10161,departamento,PETEN
10162,departamento,PETEN
10163,departamento,PETEN
10164,departamento,PETEN
10165,departamento,PETEN
10166,departamento,PETEN
10167,departamento,PETEN
10168,departamento,PETEN
10169,departamento,PETEN
10170,departamento,PETEN
10171,departamento,PETEN
10172,departamento,PETEN
10173,departamento,PETEN
10174,departamento,PETEN
10175,departamento,PETEN
10176,departamento,PETEN
10177,departamento,PETEN
10178,departamento,PETEN
10179,departamento,PETEN
10180,departamento,PETEN
10181,departamento,PETEN
10182,departamento,PETEN
10183,departamento,PETEN
10184,departamento,PETEN
10185,departamento,PETEN
10186,departamento,PETEN
10187,departamento,PETEN
10188,departamento,PETEN
10189,departamento,PETEN
10190,departamento,PETEN
10191,departamento,PETEN
10192,departamento,PETEN
10193,departamento,PETEN
10194,departamento,PETEN
10195,departamento,PETEN
10196,departamento,PETEN
10197,departamento,PETEN
10198,departamento,PETEN
10199,departamento,PETEN
10200,departamento,PETEN
10201,departamento,PETEN
10202,departamento,PETEN
10203,departamento,PETEN
10204,departamento,PETEN
10205,departamento,PETEN
10206,departamento,PETEN
10207,departamento,PETEN
10208,departamento,PETEN
10209,departamento,PETEN
10210,departamento,PETEN
10211,departamento,PETEN
10212,departamento,PETEN
10213,departamento,PETEN
10214,departamento,PETEN
10215,departamento,PETEN
10216,departamento,PETEN
10217,departamento,PETEN
10218,departamento,PETEN
10219,departamento,PETEN
10220,departamento,PETEN
10221,departamento,PETEN
10222,departamento,PETEN
10223,departamento,PETEN
10224,departamento,PETEN
10225,departamento,PETEN
10226,departamento,PETEN
10227,departamento,PETEN
10228,departamento,PETEN
10229,departamento,PETEN
10230,departamento,PETEN
10231,departamento,PETEN
10232,departamento,PETEN
10233,departamento,PETEN
10234,departamento,PETEN
10235,departamento,PETEN
10236,departamento,PETEN
10237,departamento,PETEN
10238,departamento,PETEN
10239,departamento,PETEN
10240,departamento,PETEN
10241,departamento,PETEN
10242,departamento,PETEN
10243,departamento,PETEN
10244,departamento,PETEN
10245,departamento,PETEN
10246,departamento,PETEN
10247,departamento,PETEN
10248,departamento,PETEN
10249,departamento,PETEN
10250,departamento,PETEN
10251,departamento,PETEN
10252,departamento,PETEN
10253,departamento,PETEN
10254,departamento,PETEN
10255,departamento,PETEN
10256,departamento,PETEN
10257,departamento,PETEN
10258,departamento,PETEN
10259,departamento,PETEN
10260,departamento,PETEN
10261,departamento,PETEN
10262,departamento,PETEN
10263,departamento,PETEN
10264,departamento,PETEN
10265,departamento,PETEN
10266,departamento,PETEN
10267,departamento,PETEN
10268,departamento,PETEN
10269,departamento,PETEN
10270,departamento,PETEN
10271,departamento,PETEN
10272,departamento,PETEN
10273,departamento,PETEN
10274,departamento,PETEN
10275,departamento,PETEN
10276,departamento,PETEN
10277,departamento,PETEN
10278,departamento,PETEN
10279,departamento,PETEN
10280,departamento,PETEN
10281,departamento,PETEN
10282,departamento,PETEN
10283,departamento,PETEN
10284,departamento,PETEN
10285,departamento,PETEN
10286,departamento,PETEN
10287,departamento,PETEN
10288,departamento,PETEN
10289,departamento,PETEN
10290,departamento,PETEN
10291,departamento,PETEN
10292,departamento,PETEN
10293,departamento,PETEN
10294,departamento,PETEN
10295,departamento,PETEN
10296,departamento,PETEN
10297,departamento,PETEN
10298,departamento,PETEN
10299,departamento,PETEN
10300,departamento,PETEN
10301,departamento,PETEN
10302,departamento,PETEN
10303,departamento,PETEN
10304,departamento,PETEN
10305,departamento,PETEN
10306,departamento,PETEN
10307,departamento,PETEN
10308,departamento,PETEN
10309,departamento,PETEN
10310,departamento,PETEN
10311,departamento,PETEN
10312,departamento,PETEN
10313,departamento,PETEN
10314,departamento,PETEN
10315,departamento,PETEN
10316,departamento,PETEN
10317,departamento,PETEN
10318,departamento,PETEN
10319,departamento,PETEN
10320,departamento,PETEN
10321,departamento,PETEN
10322,departamento,PETEN
10323,departamento,PETEN
10324,departamento,PETEN
10325,departamento,PETEN
10326,departamento,PETEN
10327,departamento,PETEN
10328,departamento,PETEN
10329,departamento,PETEN
10330,departamento,PETEN
10331,departamento,PETEN
10332,departamento,PETEN
10333,departamento,PETEN
10334,departamento,PETEN
10335,departamento,PETEN
10336,departamento,PETEN
10337,departamento,PETEN
10338,departamento,PETEN
10339,departamento,PETEN
10340,departamento,PETEN
10341,departamento,PETEN
10342,departamento,PETEN
10343,departamento,PETEN
10344,departamento,PETEN
10345,departamento,PETEN
10346,departamento,PETEN
10347,departamento,PETEN
10348,departamento,PETEN
10349,departamento,PETEN
10350,departamento,PETEN
10351,departamento,PETEN
10352,departamento,PETEN
10353,departamento,PETEN
10354,departamento,PETEN
10355,departamento,PETEN
10356,departamento,PETEN
10357,departamento,PETEN
10358,departamento,PETEN
10359,departamento,PETEN
10360,departamento,PETEN
10361,departamento,PETEN
10362,departamento,PETEN
10363,departamento,PETEN
10364,departamento,PETEN
10365,departamento,PETEN
10366,departamento,PETEN
10367,departamento,PETEN
10368,departamento,PETEN
10369,departamento,PETEN
10370,departamento,PETEN
10371,departamento,PETEN
10372,departamento,PETEN
10373,departamento,PETEN
10374,departamento,PETEN
10375,departamento,PETEN
10376,departamento,PETEN
10377,departamento,PETEN
10378,departamento,PETEN
10379,departamento,PETEN
10380,departamento,PETEN
10381,departamento,PETEN
10382,departamento,PETEN
10383,departamento,PETEN
10384,departamento,PETEN
10385,departamento,PETEN
10386,departamento,PETEN
10387,departamento,PETEN
10388,departamento,PETEN
10389,departamento,PETEN
10390,departamento,PETEN
10391,departamento,PETEN
10392,departamento,PETEN
10393,departamento,PETEN
10394,departamento,PETEN
10395,departamento,PETEN
10396,departamento,PETEN
10397,departamento,PETEN
10398,departamento,PETEN
10399,departamento,PETEN
10400,departamento,PETEN
10401,departamento,PETEN
10402,departamento,PETEN
10403,departamento,PETEN
10404,departamento,PETEN
10405,departamento,PETEN
10406,departamento,PETEN
10407,departamento,PETEN
10408,departamento,PETEN
10409,departamento,PETEN
10410,departamento,PETEN
10411,departamento,PETEN
10412,departamento,PETEN
10413,departamento,PETEN
10414,departamento,PETEN
10415,departamento,PETEN
10416,departamento,PETEN
10417,departamento,PETEN
10418,departamento,PETEN
10419,departamento,PETEN
10420,departamento,PETEN
10421,departamento,PETEN
10422,departamento,PETEN
10423,departamento,PETEN
10424,departamento,PETEN
10425,departamento,PETEN
10426,departamento,PETEN
10427,departamento,PETEN
10428,departamento,PETEN
10429,departamento,PETEN
10430,departamento,PETEN
10431,departamento,PETEN
10432,departamento,PETEN
10433,departamento,PETEN
10434,departamento,PETEN
10435,departamento,PETEN
10436,departamento,PETEN
10437,departamento,PETEN
10438,departamento,PETEN
10439,departamento,PETEN
10440,departamento,PETEN
10441,departamento,PETEN
10442,departamento,PETEN
10443,departamento,PETEN
10444,departamento,PETEN
10445,departamento,PETEN
10446,departamento,PETEN
10447,departamento,PETEN
10448,departamento,PETEN
10449,departamento,PETEN
10450,departamento,PETEN
10451,departamento,PETEN
10452,departamento,PETEN
10453,departamento,PETEN
10454,departamento,PETEN
10455,departamento,PETEN
10456,departamento,PETEN
10457,departamento,PETEN
10458,departamento,PETEN
10459,departamento,PETEN
10460,departamento,PETEN
10461,departamento,PETEN
10462,departamento,PETEN
10463,departamento,PETEN
10464,departamento,PETEN
10465,departamento,PETEN
10466,departamento,PETEN
10467,departamento,PETEN
10468,departamento,PETEN
10469,departamento,PETEN
10470,departamento,PETEN
10471,departamento,PETEN
10472,departamento,PETEN
10473,departamento,PETEN
10474,departamento,PETEN
10475,departamento,PETEN
10476,departamento,PETEN
10477,departamento,PETEN
10478,departamento,PETEN
10479,departamento,PETEN
10480,departamento,PETEN
10481,departamento,PETEN
10482,departamento,PETEN
10483,departamento,PETEN
10484,departamento,PETEN
294,telefono,230835
453,telefono,"25763,26725 Y 21568"
499,telefono,"25763, 26725 Y 21568"
533,telefono,"26725,25763 Y 21568"
711,telefono,232-1011 y 251-6422
917,telefono,22067
1125,telefono,22067
1340,telefono,736617 Y 714495
1375,telefono,5974265 FAX 5974263
1395,telefono,439990 ESTX. 225-250
1527,telefono,23335736 AL 40
1806,telefono,"331-2247,332-4301 FAX 331-2247"
2789,telefono,225052
2791,telefono,22505
3988,telefono,40
4162,telefono,3033
4642,telefono,43521
4681,telefono,783928
6985,telefono,515916
7181,telefono,787203
8381,telefono,574479
10060,telefono,586577
10061,telefono,586577
